id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go there until it was open?,What is the type of the road available to the asset?,How much distance should one travel to avail public transport facility? (in K.M),How many school buses go to this asset?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What is the type of structure of this asset?,What is the type of security available for the asset?,What is the total campus area?,What are the working hours of the facility?(Ex: 9.00A.M-5.A.M),What are the working days of the facility?,How many teachers are employed in the facility?,How many support staff are employed in the facility?,Where do you get drinking water from?,How much do you pay per litre of bottled water? (In Rupees),Are there toilets available for public usage?,Are there toilets available seperately as per gender?,Is there running water available in the toilets at this asset?,Is there soap for handwash available next to the sink?,How do you deal with the waste generated from the facility?,What are the other mechanism used to discard the waste?,Are the premises cleaned with disinfectant regularly?,How frequently are the premises cleaned with disinfectant in a week?,Do you have grid connection for energy supply?,How many hours per day are you facing power cuts?,What is the alternative energy source available in the facility?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,Do you have landline connectivity?,What is the number with STD Code?,Do you have wired internet connection?,How much speed can you get through the broadband?(Test in speed test/other website)(Enter in MBPS),How do you maintain records?,What is the other recording mechanism?,What are the areas you get support from government agencies?,Where do you majorly get textbooks for educational purposes?,What other places do you get textbooks from?,Where do you get the curriculum for classes and educational programs?,What other places do you get textbooks from?,Are you using digital tools for your operations?,For what purpose are you using these?,Are there checkups or medical facilities available?,What is the frequency of these checkups?,Are there any meals served?,Is the nutritional value monitored?,Is there presence of any recreational/playing material for the kids?,What kind of residential facilities are available?,How many classrooms are there in the institute ?,Does the institute have a hall or auditorium?,How many seats are there?,Which labs are present in the institute?,Does the institute have a designated library?,How many people are students at this asset?,Apart from academics what are the co-curricular activities available for students ?,What is the percentage of drop-outs?,What is the reason for dropouts?,What is the reason for dropouts?,What is the reason for dropouts?,What is the reason for dropouts?,Are there any disaster management courses or drills practice at the institute?,"Is this a primary, secondary, or senior secondary school?",Are there any counselors at this institute?,Do parent-teacher meetings take place?,How often do parent-teacher meetings occur?,Does the institute require uniforms?,Are the teachers certified?,How frequently does the teacher trainer visit the school?,Which Board/University is this school affiliated with?,Which other board/university is this institute affiliated with?
1256,2019-02-18 06:00:51,Education,Schools,pema ledan thungon,Government,In Use,West Kameng,Singchung,Tenga Valley,27.20236,92.47919,Approved,https://smartvillage.imagetrekk.com/storage/images/WM2T93Qo2ZnIedgjCMNHZUiKEHMyqaYtHE433S5E.jpeg?asset_id=1256,Central school required more awareness,4,Pakka Road,0.5,7,3G Reliable,"[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing "",""Watchman "",""Security Cameras "",""Security Guard""]",7.5,7.50-2.30,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",35,1,Spring Water,,Yes,Yes,Yes,Yes,Burnt within the premises,,Yes,7,Yes,2,Diesel Generator,1,1,1,1,1,1,No,,Yes,128,Traditional Book Keeping,,"["" Financial Support"",""Technical Support ""]",None,,Government Agency,,Yes,"[""Digital Learning (projectors, tvs, etc.) ""]",Yes,Once in 6-9 Months,No,,Yes,None,24,Yes,60,"[""Science "",""Maths "",""Computers ""]",Yes,748,"[""Sports "",""Dance "",""Art ""]",10-20%,"[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]",Yes,Senior Secondary,No,Yes,More than 3 times a year,Yes,Yes,Not fixed,CBSE,
1260,2019-02-18 07:18:26,Education,Schools,bini yabi,Government,In Use,East Siang,Oyan,Sille Village,27.89389,95.30885,Approved,https://smartvillage.imagetrekk.com/storage/images/6e2UmGKljjR6PRN3FxULgzf70n82qNtSFa7UwVoA.jpeg?asset_id=1260,government higher secondary school sille,2,Pakka Road,0,0,4G+ Reliable,"[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",12000,8:30am - 2:30pm,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",19,4,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,2,No,,Invertor,4,4,4,4,4,4,No,,No,,Traditional Book Keeping,,"["" Financial Support""]",Government Agency,,Government Agency,,No,,Yes,Not fixed,No,,No,None,9,Yes,100,"[""Computers ""]",No,381,"[""Sports "",""Dance ""]",10-20%,"[""Health issues ""]","[""Health issues ""]","[""Health issues ""]","[""Health issues ""]",No,Senior Secondary,No,Yes,Once a year,Yes,Yes,Not fixed,CBSE,
1274,2019-02-19 04:35:36,Education,Schools,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.8863,95.31233,Approved,https://smartvillage.imagetrekk.com/storage/images/19QcPUfqqeNk43PJN1i8NFMpIfRTnB1ojhbx6qZZ.jpeg?asset_id=1274,Government Primary School Oyan,2,Kacha Road with Block Point,0,0,4G+ Reliable,"[""Airtel"",""BSNL"",""Vodafone"",""Jio""]","[""Airtel"",""BSNL"",""Vodafone"",""Jio""]","[""Airtel"",""BSNL"",""Vodafone"",""Jio""]","[""Airtel"",""BSNL"",""Vodafone"",""Jio""]","[""Airtel"",""BSNL"",""Vodafone"",""Jio""]","[""Airtel"",""BSNL"",""Vodafone"",""Jio""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",2000,9:00am - 2:30pm,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",6,2,Others,,No,,,,Burnt within the premises,,Yes,2,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"["" Financial Support""]",Government Agency,,Government Agency,,No,,Yes,Once in 3-6 Months,Yes,Yes,Yes,None,3,No,,"[""None ""]",No,29,"[""Sports "",""Other ""]",10-20%,"[""Lack of Awareness "",""Others""]","[""Lack of Awareness "",""Others""]","[""Lack of Awareness "",""Others""]","[""Lack of Awareness "",""Others""]",Yes,Primary,No,Yes,Twice a year,Yes,Yes,Not fixed,Others,APBSE
1275,2019-02-19 05:04:47,Education,Schools,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.86989,95.30884,Rejected,https://smartvillage.imagetrekk.com/storage/images/SGG3HgtLJ0rHWe0jQjkoi9kh1u2ykAgIpSOhRKP9.jpeg?asset_id=1275,Government Primary School GREF Camp Oyan.,2,Pakka Road,1,0,4G+ Reliable,"[""Airtel"",""Jio"",""BSNL"",""Vodafone""]","[""Airtel"",""Jio"",""BSNL"",""Vodafone""]","[""Airtel"",""Jio"",""BSNL"",""Vodafone""]","[""Airtel"",""Jio"",""BSNL"",""Vodafone""]","[""Airtel"",""Jio"",""BSNL"",""Vodafone""]","[""Airtel"",""Jio"",""BSNL"",""Vodafone""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",400,9.00am to 1.00 pm,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",3,0,Others,,No,,,,Burnt within the premises,,Yes,4,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",Government Agency,,Government Agency,,No,,Yes,Once in 3-6 Months,Yes,Yes,Yes,Off-site Residential Areas,3,No,,"[""None ""]",No,56,"[""Sports "",""Dance ""]",10-20%,"[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]",No,Primary,No,Yes,Twice a year,Yes,Yes,Once in 0-3 Months,Others,arun board arunachal pradesh
1276,2019-02-19 05:06:22,Education,Schools,bini yabi,Government,In Use,East Siang,Oyan,Sille Village,27.93244,95.28484,Approved,https://smartvillage.imagetrekk.com/storage/images/swsE3Q01lAViHoOzzkx3vY4ZX7Qt8MPcHtw6jRTW.jpeg?asset_id=1276,govt.palung primary school sille,2,Kacha Road,4,0,4G+ Reliable,"[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/Fencing ""]",1357.25,9:00am-2:30pm,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",6,0,Others,,No,,,,Burnt within the premises,,Yes,2,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""Technical Support ""]",Government Agency,,Government Agency,,No,,No,,Yes,Yes,No,None,2,No,,"[""None ""]",No,30,"[""Sports ""]",10-20%,"[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]",No,Primary,Yes,Yes,Thrice a year,Yes,Yes,Not fixed,Others,APSBE(Arunachal Pradesh State Board Exam)
1279,2019-02-19 06:57:30,Education,Schools,kino tallo,Government,In Use,Papumpare,Sangdupota,Jote,27.04168,93.47039,Approved,https://smartvillage.imagetrekk.com/storage/images/wQjFh24vhwugbQZI2MCirKpfA5AxdgfUhDc8VdWg.jpeg?asset_id=1279,-,1,Kacha Road,1,0,2G Reliable,"[""BSNL""]","[""BSNL""]","[""BSNL""]","[""BSNL""]","[""BSNL""]","[""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/Fencing ""]",62000,9.00am to 3.00 pm,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",14,1,Tap Water from Government,,Yes,No,Yes,No,Burnt within the premises,,Yes,1,Yes,1,None,,,,,,,No,,No,,Traditional Book Keeping,,"["" Financial Support"",""Technical Support ""]",Government Agency,,Government Agency,,No,,No,,Yes,Yes,Yes,None,5,Yes,100,"[""None ""]",No,90,"[""Sports "",""Dance "",""Art ""]",10-20%,"[""Parallel Studies "",""Accessibility""]","[""Parallel Studies "",""Accessibility""]","[""Parallel Studies "",""Accessibility""]","[""Parallel Studies "",""Accessibility""]",No,Secondary,No,Yes,More than 3 times a year,Yes,Yes,Not fixed,CBSE,
1283,2019-02-19 08:46:58,Education,Schools,administrator,Private,In Use,West Kameng,Shergaon,Shergaon,27.12075,92.25771,Approved,https://smartvillage.imagetrekk.com/storage/images/CjTZEbUrv8Ree5RhDphEHUnrmwo2B70gt5tJSMWw.jpeg?asset_id=1283,Respondent Ghovile Princinpal Valley View school,1,Kacha Road,24,0,4G Unreliable,"[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/Fencing "",""Watchman "",""Security Cameras ""]",7200,9.00A.M-2.00A.M,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",9,8,Tap Water from Government,,Yes,Yes,Yes,Yes,Burnt within the premises,,Yes,3,Yes,4,Diesel Generator,2,2,2,2,2,2,No,,No,,Digital Records - Using Computer/Mobile,,"[""None""]",Local Supplier,,Self-created,,No,,Yes,Once in 0-3 Months,Yes,Yes,Yes,Dormitories,7,No,,"[""Computers ""]",Yes,92,"[""Sports "",""Dance "",""Art ""]",10-20%,"[""Others""]","[""Others""]","[""Others""]","[""Others""]",No,Primary,Yes,Yes,Thrice a year,No,Yes,Not fixed,CBSE,
1286,2019-02-19 08:47:02,Education,Schools,tendel zangmu wangja,Government,In Use,West Kameng,Shergaon,Shergaon,27.1126,92.24747,Approved,https://smartvillage.imagetrekk.com/storage/images/Nfub3jK5htYA6KbkmRu07uBjJpj9743EZQdFJXpq.jpeg?asset_id=1286,"Respondent Ledo Thungon Head Master, Hostel not functional, Computer old model, Library books required, furniture required, Water irregular water supply",1,Pakka Road,24,0,4G Unreliable,"[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""None ""]",2,9.00A.M.-3.00P.M,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",12,1,Tap Water from Government,,Yes,Yes,No,No,Burnt within the premises,,No,,Yes,4,None,,,,,,,No,,No,,Traditional Book Keeping,,"["" Financial Support"",""Technical Support ""]",Government Agency,,Government Agency,,No,,No,,Yes,Yes,No,Dormitories,6,No,,"[""Science "",""Computers ""]",Yes,47,"[""Sports "",""Dance "",""Art ""]",10-20%,"[""Others""]","[""Others""]","[""Others""]","[""Others""]",Yes,Secondary,No,Yes,Twice a year,Yes,Yes,Not fixed,CBSE,
1295,2019-02-19 12:22:43,Education,Schools,tendel zangmu wangja,Private,In Use,West Kameng,Shergaon,Shergaon,27.12122,92.25894,Rejected,https://smartvillage.imagetrekk.com/storage/images/zmZH6kjuILrb2QKAlOBn1f0BjMPJXwUf7mVdgjFq.jpeg?asset_id=1295,"Respondent Ghovili Principal, no drop outs school classroom Assam type",2,Kacha Road,24,0,4G Unreliable,"[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/Fencing "",""Watchman "",""Security Cameras ""]",7200,9.00A.M-2.00P..M,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",9,7,Tap Water from Government,,Yes,Yes,Yes,Yes,Burnt within the premises,,Yes,3,Yes,4,Others,4,4,4,4,4,4,No,,No,,Traditional Book Keeping,,"[""None""]",Local Supplier,,Self-created,,No,,Yes,Once in 0-3 Months,Yes,Yes,Yes,Dormitories,7,No,,"[""Computers ""]",No,92,"[""Sports "",""Dance "",""Art ""]",10-20%,"[""Others""]","[""Others""]","[""Others""]","[""Others""]",No,Primary,Yes,Yes,Thrice a year,No,Yes,Not fixed,CBSE,
1306,2019-02-20 08:04:35,Education,Schools,administrator,Government,In Use,West Siang,Darak,Kambu,28.26553,94.69619,Approved,https://smartvillage.imagetrekk.com/storage/images/37lhyiY5h9g3F3qYqjF5O7G7WSVkCf809kUR65in.jpeg?asset_id=1306,electricity grid available but no electricity,1,Kacha Road,1,0,4G Unreliable,"[""Airtel"",""Jio"",""Vodafone"",""BSNL""]","[""Airtel"",""Jio"",""Vodafone"",""BSNL""]","[""Airtel"",""Jio"",""Vodafone"",""BSNL""]","[""Airtel"",""Jio"",""Vodafone"",""BSNL""]","[""Airtel"",""Jio"",""Vodafone"",""BSNL""]","[""Airtel"",""Jio"",""Vodafone"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""None ""]",800,9.00-2.00,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",3,0,Tap Water from Government,,Yes,Yes,Yes,No,None,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"["" Financial Support"",""Technical Support ""]",Government Agency,,Government Agency,,No,,No,,Yes,No,Yes,None,7,No,,"[""None ""]",No,30,"[""Sports "",""Dance ""]",10-20%,"[""Health issues "",""Lack of Awareness ""]","[""Health issues "",""Lack of Awareness ""]","[""Health issues "",""Lack of Awareness ""]","[""Health issues "",""Lack of Awareness ""]",No,Primary,No,Yes,Once a year,Yes,Yes,Once in 3-6 Months,Others,arunachal Pradesh state board
1312,2019-02-20 10:10:07,Education,Schools,ngilyang nobin,Government,In Use,Lower Subansiri,Ziro,Tajang,27.62114,93.84431,Approved,https://smartvillage.imagetrekk.com/storage/images/4KFMtDuOQ3FRSb6F86vabpsZzw3CzgO1QgXCx6if.jpeg?asset_id=1312,11,2,Kacha Road,3,0,3G Unreliable,"[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",500,9.00 to 2.00,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",10,2,Tap Water from Government,,Yes,Yes,Yes,No,Burnt within the premises,,No,,Yes,3,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""Technical Support "","" Financial Support""]",Government Agency,,Government Agency,,No,,No,,Yes,Yes,Yes,None,5,No,,"[""None ""]",No,20,"[""Sports "",""Dance "",""Art ""]",10-20%,"[""Others""]","[""Others""]","[""Others""]","[""Others""]",No,Primary,No,Yes,Once a year,Yes,Yes,Once in 0-3 Months,CBSE,
1330,2019-02-20 11:16:59,Education,Schools,kago yubbey,Government,Repairable,Lower Subansiri,Ziro,Siro,27.52662,93.84152,Approved,https://smartvillage.imagetrekk.com/storage/images/ZHhP1Bu8INbhRWbxKjQvg8RDv1gxb2Bg2cYd1Pm9.jpeg?asset_id=1330,good,10,Kacha Road,5,0,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",1000,9.00am to 3.00 pm,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",16,4,Tap Water from Government,,Yes,Yes,Yes,No,Burnt within the premises,,Yes,1,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"["" Financial Support"",""Technical Support ""]",Government Agency,,Self-created,,Yes,"[""Digital Learning (projectors, tvs, etc.) ""]",Yes,Once in 0-3 Months,Yes,Yes,No,Dormitories,9,No,,"[""None ""]",Yes,76,"[""Sports "",""Dance "",""Art ""]",10-20%,"[""Health issues ""]","[""Health issues ""]","[""Health issues ""]","[""Health issues ""]",No,Primary,Yes,Yes,Twice a year,Yes,Yes,Once in 0-3 Months,CBSE,
1383,2019-02-21 14:21:28,Education,Schools,tendel zangmu wangja,Private,In Use,West Kameng,Shergaon,Shergaon,27.12494,92.25608,Approved,https://smartvillage.imagetrekk.com/storage/images/m5qe339XwggWqh2z6TNQVsIwCObkVMN25HxpsgeS.jpeg?asset_id=1383,Lhamu Kids Academy Respondent Principal Daniel Aboh no drop outs,2,Kacha Road,24,0,4G Unreliable,"[""BSNL"",""Airtel""]","[""BSNL"",""Airtel""]","[""BSNL"",""Airtel""]","[""BSNL"",""Airtel""]","[""BSNL"",""Airtel""]","[""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/Fencing "",""Watchman ""]",4795.2,9:00A.M-12:30P.M,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",9,7,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,3,Yes,4,Diesel Generator,4,4,4,4,4,4,No,,No,,Traditional Book Keeping,,"[""None""]",Local Supplier,,Self-created,,No,,Yes,Once in 0-3 Months,Yes,Yes,No,Dormitories,8,No,,"[""None ""]",No,50,"[""Dance "",""Art "",""Sports ""]",10-20%,"[""Others""]","[""Others""]","[""Others""]","[""Others""]",No,Primary,No,Yes,More than 3 times a year,No,Yes,Not fixed,CBSE,
1410,2019-02-22 10:16:34,Education,Schools,tadu kani,Government,In Use,Lower Subansiri,Ziro,Hari,27.58065,93.8416,Approved,https://smartvillage.imagetrekk.com/storage/images/alxa1xIxLcRLZJq0bJW7T6StxpaAcJmsC8Jqs1W2.jpeg?asset_id=1410,hari 2,1,Kacha Road with Block Point,2,0,3G Unreliable,"[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","Pakka/Permanent(Steel,Concrete,etc.)","[""None ""]",14000,9.00 to 2.00 pm,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",19,3,Tap Water from Government,,Yes,No,No,No,Burnt within the premises,,No,,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"["" Financial Support"",""Technical Support ""]",Government Agency,,Self-created,,No,,Yes,Once in 9-12Months,Yes,Yes,No,None,10,No,,"[""None ""]",Yes,26,"[""Sports "",""Dance "",""Art ""]",10-20%,"[""Health issues ""]","[""Health issues ""]","[""Health issues ""]","[""Health issues ""]",No,Secondary,No,Yes,Twice a year,Yes,Yes,Once in 9-12Months,CBSE,
1511,2019-02-24 07:26:20,Education,Schools,tabey chijey,Government,In Use,Shi-Yomi,Monigong,Karle,28.73913,94.30085,Approved,https://smartvillage.imagetrekk.com/storage/images/86bm8wWWj1BFa1O7XNTVSNG4tQ25wBFeDMSGumw9.jpeg?asset_id=1511,karle upper primary school needs maintenance,1,Kacha Road with Block Point,0.1,0,2G Unreliable,"[""BSNL""]","[""BSNL""]","[""BSNL""]","[""BSNL""]","[""BSNL""]","[""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None ""]",1000,9.00A.M-4.00A.M,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",5,2,Others,,Yes,Yes,No,No,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""Others""]",Government Agency,,Government Agency,,No,,No,,No,,No,None,9,No,,"[""None ""]",No,42,"[""None"",""Sports ""]",10-20%,"[""Lack of Awareness "",""Others"",""Easy Money ""]","[""Lack of Awareness "",""Others"",""Easy Money ""]","[""Lack of Awareness "",""Others"",""Easy Money ""]","[""Lack of Awareness "",""Others"",""Easy Money ""]",No,Primary,No,Yes,Thrice a year,Yes,Yes,Less than once a year,Others,ARUN BOARD
1802,2019-02-28 18:33:02,Education,Schools,takam nilly likha,Government,In Use,Lower Subansiri,Pistana,Did,27.59607,93.67327,Rejected,https://smartvillage.imagetrekk.com/storage/images/PaUc0q9ywUaMwewElRfWQsvrWp7D0tlW6tVRv2my.jpeg?asset_id=1802,survey conducted under the supervision of Khoda Pindu,1,Kacha Road,1,0,4G Unreliable,"[""Airtel"",""Vodafone""]","[""Airtel"",""Vodafone""]","[""Airtel"",""Vodafone""]","[""Airtel"",""Vodafone""]","[""Airtel"",""Vodafone""]","[""Airtel"",""Vodafone""]","Pakka/Permanent(Steel,Concrete,etc.)","[""None ""]",55400,9.00 AM - 4.00 PM,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",15,1,Tap Water from Government,,Yes,Yes,Yes,No,Burnt within the premises,,Yes,1,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"["" Financial Support"",""Technical Support "",""Others""]",Government Agency,,Government Agency,,No,,No,,Yes,Yes,No,None,10,Yes,30,"[""Science ""]",No,72,"[""Sports "",""Dance "",""Art ""]",10-20%,"[""Others""]","[""Others""]","[""Others""]","[""Others""]",No,Secondary,No,Yes,Twice a year,Yes,Yes,Not fixed,CBSE,
1840,2019-02-28 18:39:12,Education,Schools,takam nilly likha,Government,In Use,Lower Subansiri,Pistana,Did,27.59607,93.67327,Approved,https://smartvillage.imagetrekk.com/storage/images/YxCu5Srd4AuQXAX32Ckb5sS4Nc2gWkf0Xf3qKHt2.jpeg?asset_id=1840,survey conducted under the supervision of Khoda Pindu,1,Kacha Road,1,0,4G Unreliable,"[""Airtel"",""Vodafone""]","[""Airtel"",""Vodafone""]","[""Airtel"",""Vodafone""]","[""Airtel"",""Vodafone""]","[""Airtel"",""Vodafone""]","[""Airtel"",""Vodafone""]","Pakka/Permanent(Steel,Concrete,etc.)","[""None ""]",55400,9.00 AM - 4.00 PM,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",15,1,Tap Water from Government,,Yes,Yes,Yes,No,Burnt within the premises,,Yes,1,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"["" Financial Support"",""Technical Support "",""Others""]",Government Agency,,Government Agency,,No,,No,,Yes,Yes,No,None,10,Yes,30,"[""Science ""]",No,72,"[""Sports "",""Dance "",""Art ""]",10-20%,"[""Others""]","[""Others""]","[""Others""]","[""Others""]",No,Secondary,No,Yes,Twice a year,Yes,Yes,Not fixed,CBSE,
1856,2019-02-28 18:39:43,Education,Schools,takam nilly likha,Private,Repairable,Lower Subansiri,Pistana,Did,27.59428,93.67471,Approved,https://smartvillage.imagetrekk.com/storage/images/oZN8Py0ZiBdUBG7uTCGh3RxSARCGM4JngCDVvZTB.jpeg?asset_id=1856,maintenance needed,1,Kacha Road,0.2,0,4G Unreliable,"[""Airtel"",""Vodafone""]","[""Airtel"",""Vodafone""]","[""Airtel"",""Vodafone""]","[""Airtel"",""Vodafone""]","[""Airtel"",""Vodafone""]","[""Airtel"",""Vodafone""]","Pakka/Permanent(Steel,Concrete,etc.)","["" Others""]",5000,9.00 am- 2.00 pm,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",15,12,Tap Water from Government,,Yes,Yes,Yes,No,Burnt within the premises,,Yes,3,Yes,11,Invertor,4,4,4,4,4,4,No,,No,,Traditional Book Keeping,,"[""None""]",Local Supplier,,Self-created,,Yes,"[""Digital Learning (projectors, tvs, etc.) ""]",Yes,Not fixed,Yes,Yes,Yes,Dormitories,8,No,,"[""Computers ""]",No,200,"[""Dance "",""Sports "",""Art "",""Other ""]",10-20%,"[""Others""]","[""Others""]","[""Others""]","[""Others""]",No,Primary,Yes,Yes,Once a year,Yes,Yes,Not fixed,Others,Middle school
